"sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"output.wav","0",20,0.180506270786243,0.0628451750972446,0.18192994996426,0.123938527519657,0.23746962115797,0.113531093638313,1.19166761296178,4.46399919535334,0.94884138595049,0.458867471255268,0.104974982130093,0.180506270786243,0,0.0976094907679236,0.043108504398827,0.275625,0.354069830694629,0.0861328125,7.299755859375,7.213623046875,0.0320398009950249
